,created_at,text
960,Thu Feb 18 18:45:55 +0000 2016,"FFS. 
We used to be such a good defensive unit."
961,Thu Feb 18 18:39:27 +0000 2016,Goofy.
962,Thu Feb 18 18:36:35 +0000 2016,"Can't create chances against a side whose name nobody can pronounce. In the Europa effing League!
#MUFC"
963,Sun Feb 14 04:46:55 +0000 2016,"Very sure we're not sacking anytime soon.
Will probably have him at the helm till 2017.

Please save our club.

#MUFC #LVGOUT"
964,Sat Feb 13 17:40:08 +0000 2016,"@twitter What a terrible update. 
Went from a peaceful blue to an atrocious grey."
965,Sat Feb 13 14:45:39 +0000 2016,"Hand it over to Giggsy if not Mourinho. 

Sick of this shit. 

#MUFC #LVGOUT"
966,Sat Feb 13 14:44:13 +0000 2016,"Wants an apology from media for saying the truth. Same with Scholes. 
Says shocking if we spoke to Mou. 
Fucks up against Sunderland
#LVGOUT"
967,Sat Feb 13 13:11:53 +0000 2016,"Wake the fuck up Michael Carrick, you dumbass. 

#MUFC #LVGOUT"
969,Sat Feb 13 12:59:08 +0000 2016,"Disgraceful defending. 
What progress does LvG speak of?

#MUFC #LVGOUT"
970,Sat Feb 13 12:50:34 +0000 2016,"That's it. 
Mou official after this."
971,Sun Feb 07 18:06:38 +0000 2016,"If Van Gaal doesn't deliver at least 4th place he must walk. 
Same rule as Moyes. 

#LVGOUT #MUFC"
972,Sun Feb 07 15:58:50 +0000 2016,"Let's do this. 

#CHEMUN #MUFC"
973,Sat Feb 06 02:47:07 +0000 2016,"A broken plane, a broken team. 
A broken heart, a broken dream. 
No words were said, a silent vow
We loved you then, we love you now!

#MUFC"
974,Tue Feb 02 21:03:46 +0000 2016,"Jamie Vardy. What a fantastic goal. 
Absolutely beautiful."
975,Tue Feb 02 20:24:09 +0000 2016,"So good to see United playing this way. 

#MUFC"
976,Mon Feb 01 15:56:22 +0000 2016,"Please let it be true!
#MUFC #DEADLINEDAY #LVGOUT  https://t.co/o9GaOtViTK"
977,Mon Feb 01 15:06:36 +0000 2016,"We're fifth and clearly struggling and the fat fool won't sign any players.
Genius.

#LVGOUT #MUFC #DeadlineDay #MOUIN"
978,Mon Feb 01 15:05:15 +0000 2016,"Even if he wanted to come, Mourinho will not say it out of respect for LvG.

Bring him to Old Trafford. Bring him home!
#MUFC #LVGOUT #MOUIN"
979,Mon Feb 01 15:03:22 +0000 2016,"We're Manchester United. We should be confident of beating a Stoke City side at Old Trafford. Unfortunately,we find ourselves praying for it"
980,Mon Feb 01 15:01:28 +0000 2016,"Congratulations City on bagging Pep Guardiola,
If the Board of @ManUtd had half your brains we'd sack this mediocre manager for Jose.#LVGOUT"
981,Sun Jan 31 15:49:24 +0000 2016,"Can we please sign some players?!?!

#MUFC #LVGOUT"
982,Fri Jan 29 20:12:50 +0000 2016,"Wazza, you beast!"
984,Fri Jan 29 20:00:10 +0000 2016,"Should be testing the keeper at least.
#FACup"
985,Fri Jan 29 19:27:21 +0000 2016,"Look at the team he's playing.

#LVGOUT #MUFC"
986,Fri Jan 29 13:19:05 +0000 2016,"Derby vs United not telecasted in India. 

Bloody stupid. 

#FACup"
987,Wed Jan 27 13:55:21 +0000 2016,"Rivals are signing quality players while we are praying for a win against Derby County. 
Time for a change. 
#LVGOUT #MUFC"
988,Tue Jan 26 04:38:52 +0000 2016,"Give us another chance to sing Glory Glory Man United. 
Give us a manager who can deliver a trophy. 

#MUFC #LVGOUT #ONLYMOURINHO"
989,Tue Jan 26 03:56:38 +0000 2016,"Let us learn to be more democratic. 
Let us learn to be more patriotic. 
Let us learn to be better Indians. 

#RepublicDay"
990,Tue Jan 26 02:30:24 +0000 2016,"Woodward better accept LvG resignation or there will be chaos. 
#MUFC"
991,Mon Jan 25 15:23:47 +0000 2016,"Bring us José Mourinho. 
Bring the times when we challenge for trophies!

#LVGOUT #MOUIN #MUFC"
992,Mon Jan 25 06:41:50 +0000 2016,"Dear Mr. Woodward,
You have always delivered when it mattered. 
Please sack van Gaal and bring Mourinho. 
-All United Fans.

#LVGOUT #MUFC"
993,Mon Jan 25 06:39:53 +0000 2016,"Tweet till that t*at is binned. 

#MUFC #LVGOUT"
994,Sun Jan 24 16:33:30 +0000 2016,"What seemed unlikely even when they were top in December seems more probable every week. 
Leicester for PL. 

#Champions2017 #ARSCHE"
995,Sun Jan 24 16:28:00 +0000 2016,"Costa is toying with the Emirates crowd here. 
#ARSCHE"
996,Sun Jan 24 16:24:56 +0000 2016,"Wenger behaving like a neophyte taking off Giroud. 
Diego Costa has done it again. 
1-0. 

#ARSCHE"
997,Sun Jan 24 03:42:48 +0000 2016,"Absolutely gutted. 

How much more should we suffer @ManUtd ?

#LVGOUT #MUFC"
998,Sat Jan 23 18:05:32 +0000 2016,"It shall be a good day when I see a notification that reads LvG has left Manchester United on mutual consent. 

#LVGOUT #MUFC"
1000,Sat Jan 23 17:20:23 +0000 2016,"How many more points should we drop. How much further do our competitors need to be for our Board to realize it's time @ManUtd?
#LVGOUT"
1001,Sat Jan 23 17:18:02 +0000 2016,"Remember when LvG asked for an apology. 
#LVGOUT #MUFC"
1002,Sat Jan 23 16:55:36 +0000 2016,"Get the motherfucking cunt out of our club!

#LVGOUT #MUFC"
1003,Fri Jan 22 15:24:40 +0000 2016,"Nobody is giving a rat's ass about Antonio Valencia these days, I see.
Had been saying he's crap since 2011, now you get it.

#MUFC"
1004,Fri Jan 22 15:23:03 +0000 2016,"The one player who was playing well, whipping in good balls, getting things moving had to be injured.
Youngy injury will hurt us.
#MUFC"
1005,Fri Jan 22 15:21:43 +0000 2016,"@BenC2K15 No. I read we scouted him twice in three weeks.
He's 18. Sounds like a player LvG might really be interested in."
1006,Thu Jan 21 16:28:12 +0000 2016,@BenC2K15 Think what?
1007,Thu Jan 21 16:13:51 +0000 2016,"Would really like Cavani at United. Need a quality striker up top if we are to win anything at all.
Bale would be perfect hence unlikely."
1008,Thu Jan 21 16:12:25 +0000 2016,"Really liked Alex Pato during his Milan days. 
Good to see him in the PL, even if he's joining a relegation threatened Chelsea."
1009,Thu Jan 21 16:10:21 +0000 2016,"Renato Sanches looks like he's coming. 
Definitely and infinitely better than Fellaini, so should be a good addition.
#MUFC"
1010,Sun Jan 17 16:24:58 +0000 2016,Funny how all those who hated Wazza are suddenly his biggest fans.
1011,Sun Jan 17 13:25:26 +0000 2016,#IfTwitterWasntAThing Mark Zuckerberg would have made a few billions more!
1012,Sun Jan 17 04:04:52 +0000 2016,"Sell them all just bring us Fergie. 
Father figure for us all. 

#JohnLennonOfFootball #LVGOUT https://t.co/C4Xc0PJM79"
1013,Sun Jan 17 04:02:10 +0000 2016,"17 days into the Jan transfer window and nobody is talking about signings. 
LVG has to bring in players if he wants to survive!
#MUFC"
1014,Thu Jan 14 13:09:05 +0000 2016,R.I.P. Alan Rickman.
1015,Wed Jan 13 21:53:18 +0000 2016,"Bloody brilliant. Late goals, under floodlights and hail. 
Love the game!"
1016,Wed Jan 13 20:26:03 +0000 2016,"Klopp screaming and shouting for a throw in. 
Learn, van Gaal. 

#LVGOUT"
1017,Tue Jan 12 21:48:25 +0000 2016,"We sacked Moyes when we were 7th. 
A few hundred million and 1.5 seasons later and we're 6th. 
Enough is enough. 
#MUFC #LVGOUT #NEWMUN"
1019,Tue Jan 12 21:39:56 +0000 2016,"Can't beat Newcastle. Wonder what Klopp will do to us. 
Can we sack him please!

#MUFC #NEWMUN #LVGOUT"
1020,Tue Jan 12 21:25:11 +0000 2016,And he stands!
1021,Tue Jan 12 21:23:37 +0000 2016,"Always trusted Wazza even when everyone wanted him gone. 
Love you, Wayne. 

#MUFC #NEWMUN"
1022,Tue Jan 12 21:14:50 +0000 2016,"Stand up van Gaal. Do something or we're dropping points. 

#MUFC #NEWMUN"
1023,Tue Jan 12 21:10:49 +0000 2016,"Oh dear Lord. 

#MUFC #NEWMUN"
1024,Tue Jan 12 20:59:48 +0000 2016,"What philosophy has van Gaal instilled in a season and a half when we play like a second division side in away matches. 
#MUFC #NEWMUN"
1025,Tue Jan 12 20:56:57 +0000 2016,"Take off Fellaini bloody hell. 
Lamp post not a footballer!

#MUFC #NEWMUN"
1026,Sat Jan 09 19:25:05 +0000 2016,"Please don't take this win as a reason to keep LvG on. 
He's a Mistake. Accept it and move on. 

#MUFC #LVGOUT"
1027,Sat Jan 09 19:20:40 +0000 2016,"We keep hoping LvG will improve, he keeps disappointing. 
Terrible football. Can't score against Sheffield United, wow. 

#MUFC #LVGOUT"
1028,Mon Jan 04 15:33:23 +0000 2016,Zizou in charge of Real. Sweet.
1029,Sun Jan 03 19:39:16 +0000 2016,"Watched Sherlock: The Abominable Bride and The Martian right after it.

Great stuff."
1031,Sat Jan 02 17:05:15 +0000 2016,"Excellent display from Young and Wazza. 
Martial, very efficient although can make a few better choices.

Please let things improve!
#MUFC"
1032,Sat Jan 02 17:03:35 +0000 2016,"I'm not sure what to think of today.
Please prove all of us wrong and guide us to glory, Louis.

Hope.

#MUFC #MUNSWA"
1033,Sat Dec 26 14:54:11 +0000 2015,"Wonderful performance. 
I'm sorry for my criticism of Mr. LvG. 

#LVGOUT"
1034,Wed Dec 23 16:23:50 +0000 2015,"He expects an apology from the media.
Well, where's your apology for the terrible results?

#MUFC #LVGOUT"
1035,Wed Dec 23 16:21:38 +0000 2015,"Better beat Stoke, Louis.
The media will no longer be your ally!

#LVGOUT"
1036,Wed Dec 23 16:18:14 +0000 2015,"We're Manchester United not a fucking 3rd division club. You knew we expected titles, not defeats. Man up and face the questions!
#LVGOUT"
1037,Wed Dec 23 14:37:06 +0000 2015,"You know it's time to sack LvG when we, the fans are looking forward to a presser and not a Boxing Day fixture!

#MUFC #LVGOUT"
1038,Tue Dec 22 10:45:15 +0000 2015,"Big news expected today?

Must be 5 year contract extension for Carrick and Fellaini.

#MUFC #LVGOUT"
1039,Mon Dec 21 13:05:38 +0000 2015,"Wanted one of Pep, Klopp or Mou when we sacked Moyes.
Once LvG was appointed *hoped* for the best but he proved me right.

#JoseIn #LVGOUT"
1040,Mon Dec 21 13:02:51 +0000 2015,"We will never stop supporting the club and we will never stop supporting the players.
But can't have LvG in-charge for even 1 min.
#LVGOUT"
1041,Mon Dec 21 02:34:29 +0000 2015,"If we are still in ""Manager's days are numbered"" not in ""bin LvG, bring Mou"" mode,then we,the fans salute @ManUtd exec/board.
#LVGOUT #MUFC"
1042,Mon Dec 21 02:29:42 +0000 2015,"We share 4th, w/o GD, with Spurs(who everyone knows are shite) and Cry. Palace(fought releg a few years back).
Sack LvG, Bring Mou.
#LVGOUT"
1043,Sun Dec 20 15:23:02 +0000 2015,"Van Gaal, Mourinho and Klopp not able to produce results. 
What a time to live in!"
1044,Sun Dec 20 07:40:28 +0000 2015,"Has LvG been sacked yet?

#MUFC #LVGOUT"
1046,Sat Dec 19 16:59:24 +0000 2015,"I miss those days. 
Days of 0-0. 

#philosophy #MUFC"
1047,Sat Dec 19 16:53:36 +0000 2015,"Twitter polls going from lower 50s 2 weeks back to higher 80s today. 
This is where we draw the line. 

#MUNNOR #MUFC"
1048,Sat Dec 19 16:51:20 +0000 2015,"Get the fuck out of our club. 

#LVGOUT #MUFC"
1049,Sat Dec 19 16:21:09 +0000 2015,@ManUtd Is this what the fans deserve?
1050,Sat Dec 19 16:13:40 +0000 2015,"Hey LvG, still complaining that Scholes is manipulating fans?

#MUNNOR #MUFC"
1051,Sat Dec 19 16:10:56 +0000 2015,"""It's raining heavily, even for Manchester. ""

Even the Gods are crying now. 

#MUNNOR #MUFC"
1052,Sat Dec 19 16:07:38 +0000 2015,Herrera. Finally something sensible.
1053,Sat Dec 19 15:58:27 +0000 2015,"@SanketUikey Well, what have they brought our club to."
1054,Sat Dec 19 15:53:20 +0000 2015,"When @piersmorgan says he doesn't want to watch United like this and nails it with LvG notepad joke, you know it's time. 
#LVGOUT #MUFC"
1055,Sat Dec 19 15:51:18 +0000 2015,"If we don't win today, LvG has to walk. No two ways about it.

#LVGOUT #MUFC"
1057,Sat Dec 19 15:39:55 +0000 2015,"Can't beat Norwich. FFS. 
#MUNNOR #MUFC"
1058,Sat Dec 19 15:35:15 +0000 2015,"Damn it, Mata."
1059,Sat Dec 19 14:08:18 +0000 2015,"Bloody well win today, Mr. Philosophy. 
And win playing good attacking football. 

Or we'll take even Mourinho. 

#MUNNOR #MUFC"
1060,Fri Dec 18 06:09:17 +0000 2015,"I'm so scared of social media right now.
Somebody, somewhere will spoil Star Wars for everyone.
#StarWarsTheForceAwakens"
1061,Thu Dec 17 17:04:26 +0000 2015,"Mourinho leaves the stage but hopefully he'll come back better and stronger.
Wish him the very best."
1062,Thu Dec 17 16:15:06 +0000 2015,Called it. https://t.co/0C3fJvk341
1063,Thu Dec 17 16:11:47 +0000 2015,"Mourinho sacked. 
Officially making Louis van Gaal bookies favourite for manager to be sacked next. 
Sweet. 

#LVGOUT #MUFC"
1064,Thu Dec 17 13:15:46 +0000 2015,"United, City and possibly Chelsea in the hunt for Pep. 

He certainly deserves better than an empty stadium and the Championship. 
#Pep"
1065,Thu Dec 17 13:12:03 +0000 2015,"Pep at United. Make it happen Mr. Woodward. 
Let's put united at the top again. 

#LVGOUT"
1066,Wed Dec 16 16:14:37 +0000 2015,"You listen to @ScholesEsque, Mr. Woodward. You listen to him, always!  https://t.co/jPnC7M4VN2"
1067,Mon Dec 14 21:54:34 +0000 2015,"Champions elect, Leicester."
1068,Mon Dec 14 21:48:35 +0000 2015,"If they don't score, this could well be José's last game. 

#CFC #LeiChe"
1069,Mon Dec 14 21:22:25 +0000 2015,Fabregas' vision is unbelievable.
1070,Mon Dec 14 21:07:18 +0000 2015,"Mahrez. 2-0

Sign him up!

#MUFC #LEICHE"
1072,Mon Dec 14 20:34:54 +0000 2015,"Simply brilliant from Leicester. 
Brilliant ball, splendid run, spectacular finish. 

#LEICHE"
1073,Mon Dec 14 20:20:01 +0000 2015,"What I wouldn't give for players like Mahrez and Vardy at United. 

#MUFC"
1074,Sun Dec 13 17:56:08 +0000 2015,"Klopp may not be winning but look at the passion and desire. 
Although in his defence(for draw/defeat), he is managing a shit club."
1075,Sun Dec 13 17:44:09 +0000 2015,Or not.
1076,Sun Dec 13 17:23:08 +0000 2015,"Spurs take the 4th position from us. 
What have we reduced to. There was so much hope from van Gaal. 
#MUFC"
1077,Sat Dec 12 20:00:42 +0000 2015,"Rooney was the scapegoat. 
Van Gaal is the problem. 

Hope there's a notification when I wake up that Pep is the new manager. 
#LVGOUT #MUFC"
1078,Sat Dec 12 19:53:53 +0000 2015,"He moans when they press. 
He moans when they defend deep. 
He moans when they play long ball. 

#LVGOUT #philosophy #MUFC"
1079,Sat Dec 12 19:34:33 +0000 2015,"When there's no improvement, there's no point in keeping him. 
Terrible subs, no desire to win. That much money spent. 

#LVGOUT #MUFC"
1080,Sat Dec 12 19:32:49 +0000 2015,"Kept saying this during the summer window, when you sell 2-3 strikers you've got to bring in more than a 20 year old. 

#LVGOUT #MUFC"
1081,Sat Dec 12 19:30:42 +0000 2015,"He's gonna come out and say it's a process. 
It's a philosophy. 

#LVGOUT"
1082,Sat Dec 12 19:26:56 +0000 2015,"Mr. Woodward, we've given enough support and time to Louis. 
But time to bin him and get Pep or Carlo or even Giggsy. 

#LVGOUT"
1083,Sat Dec 12 19:23:33 +0000 2015,"Time up, Louis. 
Fuck off from our club. 

#LVGOUT"
1084,Sat Dec 12 18:59:12 +0000 2015,"No passion, no structure,  no organisation. 
#MUFC #BOUMUN"
1086,Sat Dec 12 17:58:47 +0000 2015,One more. Bloody hell.
1087,Sat Dec 12 16:49:10 +0000 2015,Fuck this shit.
1088,Sat Dec 12 16:47:42 +0000 2015,#ThankYouGomis
1089,Sat Dec 12 15:46:24 +0000 2015,"Pep just gave Lahm instructions on a sheet in the middle of the game. 
I'd be delighted if LvG gets up once a game. 
#MUFC"
1090,Thu Dec 10 18:20:39 +0000 2015,"Wish the absolute best for Garry Monk. Fine manager, sad to see him go."
1091,Tue Dec 08 22:13:08 +0000 2015,"Gutted. Frustrated. Annoyed. 
The sad thing is it's becoming more and more frequent. Each game is the worse than the last."
1092,Tue Dec 08 22:10:40 +0000 2015,@rohan_ad It's a process. Everything is a damn process.
1093,Tue Dec 08 22:07:21 +0000 2015,"@rohan_ad We're still a fine club with amazing fans and belief in the youth setup. City has none of the above. 
Terrible only because LvG."
1094,Tue Dec 08 21:53:22 +0000 2015,"Robin van Persie, he scores when he wants. 

#MUFC"
1095,Tue Dec 08 21:51:21 +0000 2015,"Guardiola is hesitating to sign an extension. 
Sign him the fuck up. 

#MUFC #Philosophy"
1096,Tue Dec 08 21:45:34 +0000 2015,"Can't argue with the facts. 

#MUFC #Philosophy  https://t.co/g0SM36Mhwg"
1097,Tue Dec 08 21:39:54 +0000 2015,"What's the point of possession and sensibility if we're gonna play important games like U-21. 

#MUFC #Phliosophy #UCL"
1098,Tue Dec 08 21:37:03 +0000 2015,"Well what do I say. 

Time running out, Louis."
1099,Sun Dec 06 17:53:36 +0000 2015,"Beats big sides, loses to shit ones. 

Klopp, Made for Liverpool."
1100,Sun Dec 06 10:14:49 +0000 2015,@ScholesEsque Not blaming Rooney now? :p
1101,Sat Dec 05 17:03:25 +0000 2015,"FML

#MUFC #MUNWHU"
1103,Sat Dec 05 17:02:44 +0000 2015,"Should've signed Klopp. 
So much better pressing, so much more attacking.

Stuck with Mr. Perfectionist.
Perfected the art of 0-0s
#MUFC"
1104,Sat Dec 05 16:59:58 +0000 2015,"They play with 10 men behind the ball against all clubs then how is it that we have so many 0-0s and our rivals don't, eh Louis?

#MUFC"
1105,Sat Dec 05 16:58:45 +0000 2015,"The philosophy is 0-0

The process is 0-0

#MUNWHU #MUFC"
1106,Sat Dec 05 16:57:30 +0000 2015,"I'm glad Rooney was out for this one.

Scored 4, didn't we Wazza haters?

#MUFC #MUNWHU"
1107,Sat Dec 05 16:55:19 +0000 2015,"Oh, come on.
Enough with the philosophy and enough with the bloody 0-0s
#MUNWHU #MUFC"
1108,Sat Dec 05 15:59:21 +0000 2015,"The commentator should shut up about West Ham injuries.Just look at Arsenal or us or most other sides.Part of the game,deal with it.
#MUNWHU"
1109,Sat Dec 05 15:56:16 +0000 2015,"For all those abusing Rooney, how well are we doing without him?

The problem is lack of offense, not Wazza.

#MUNWHU #MUFC"
1110,Sat Dec 05 15:54:50 +0000 2015,"Get Young on for McNair, switch sides with Darmian.
Martial wide, Felli top.
Put 3 past Adrian. 
Easy peasy.

#MUNWHU #MUFC"
1111,Sat Nov 28 18:24:58 +0000 2015,"How is it enough for van Gaal to create chances not score goals. 

Don't play like champions, at least play like we do. 

#MUFC #LEIMUN"
1112,Sat Nov 28 18:22:33 +0000 2015,"Breaks my heart to see United like this. 
So rigid. Stifled by philosophy. 
Martial having to do so much by himself. 

#MUFC #LEIMUN"
1113,Sat Nov 28 18:20:30 +0000 2015,"Absolutely disgusting performance. 
We've got no one to score in open play. 
Can barely contain their counter. 

#MUFC #LEIMUN"
1114,Wed Nov 25 21:44:28 +0000 2015,"I have to hope all this philosophy will make us world class in the long term. 
But it sure as hell isn't getting the shit down now. 

#MUFC"
1115,Wed Nov 25 21:42:24 +0000 2015,"The 0-0s are getting really annoying now. 

Attack, attack, attack!

#MUFC #LVG"
1116,Tue Nov 24 18:45:42 +0000 2015,"Google - Star Wars is so cool.

May the Force be with you, Google!"
1117,Sat Nov 21 18:03:12 +0000 2015,"Klopp. 
Wow. What a turnaround. 

3-0"
1118,Sat Nov 21 17:32:21 +0000 2015,"Real fans asking Rafa about philosophy. 
Can we give them LvG and get Pep?

#ElClasico #MUFC"
1119,Sat Nov 21 14:38:03 +0000 2015,"Stoppage time goal. Nothing like it. 

#MUFC #FergieTime"
1120,Sat Nov 21 14:37:14 +0000 2015,"I love Basti so much. 
So much. 

God. 

#MUFC #WATMUN"
1122,Sat Nov 21 12:03:11 +0000 2015,Memphis and Lingard wide. Mata false 9 would be my guess.  https://t.co/uSA3c0ktgw
1123,Tue Nov 10 16:21:46 +0000 2015,"@NeeleshJay The truth bud, nothing else."
1124,Tue Nov 10 15:42:32 +0000 2015,"Great time with the lads today. 
 
Will always treasure these days."
1125,Sun Nov 08 17:55:28 +0000 2015,"City drawing bottom of the table team. 
Palace beating Liverpool. 
Spurs holding Arsenal. 
United with a scrappy win. 
It's almost 2008"
1126,Sun Nov 08 17:23:13 +0000 2015,"Again, Kane. Has to bury that. 
Should be 2-0 easy."
1127,Sun Nov 08 17:22:39 +0000 2015,Spurs should be scoring there.
1128,Sat Nov 07 16:00:37 +0000 2015,"I don't know why we let Carrick play for us. 

Please bring on Herrera for Carrick and let's win this. 

#MUFC #MUNWBA"
1129,Sat Nov 07 14:56:13 +0000 2015,"Come on lads,let's do this!

#MUFC #MUNWBA"
1130,Sat Nov 07 14:12:20 +0000 2015,"Really don't want to see Wazza at #9
#MUFC"
1131,Fri Nov 06 15:31:54 +0000 2015,"Dear Lord, thank you for Italian food. https://t.co/kspWkZI7yS"
1132,Thu Nov 05 16:23:39 +0000 2015,"Really like this guy, Nick Powell. https://t.co/YI7zbBj9G6"
1133,Wed Nov 04 20:30:45 +0000 2015,"Told my mates Bayern are gonna thrash Arsenal today. 
6-0 hopefully."
1134,Wed Nov 04 20:26:53 +0000 2015,"Bayern are so good. 
Movements, 3rd man runs, passing, players. 
Fantastic football club."
1135,Sat Oct 31 17:24:43 +0000 2015,"United players should be gutted. Disgusted.
But LvG will tell them this is the philosophy. A process. To chill.

#MUFC #philosophy"
1136,Sat Oct 31 17:23:00 +0000 2015,"When you sell strikers, Welbeck, Chicha, Falcao, RvP - You must buy strikers.

Yes, Martial but we need more!
#MUFC"
1137,Sat Oct 31 17:14:10 +0000 2015,"Very lucky to get the point today. 
Palace by far the better side. 
Credit to them. 

#MUFC #CRYMUN"
1139,Sat Oct 31 17:12:21 +0000 2015,"I'd really like to hear what LvG has to say today. 
Played well, luck against us?
Dominated? 
Penalty not given?

#MUFC #PHILOSOPHY #EXCUSES"
1140,Sat Oct 31 17:09:41 +0000 2015,"Get back to the basics. Play 4-4-2. 
Play fast attacking football, run like crazy on the counter. 
Play the United way!

#MUFC #FergieWay"
1141,Sat Oct 31 17:07:17 +0000 2015,"I want that United back which said you score 10 we'll score 20. 
Shocking performances. 

This isn't Manchester United. 
#MUFC #Philosophy"
1142,Sat Oct 31 17:05:10 +0000 2015,"Even I've had enough now. 
Drop Rooney, drop Basti drop the entire 11 &amp; play youth squad if that's what it takes to score &amp; win. 
#MUFC"
1143,Sat Oct 31 15:56:54 +0000 2015,"As Paul Scholes said: take some risks!

#mufc #CRYMUN"
1144,Sat Oct 31 15:55:09 +0000 2015,"We've got no structure through centre. 
Wide men reluctant to come in. 
No desire to win 50-50s, it's almost like Moyes' era. 
#MUFC #CRYMUN"
1145,Sat Oct 31 15:53:33 +0000 2015,"Get your shit together, Rooney. 
Get your shit together, Louis. 

#MUFC #CRYMUN"
1146,Sat Oct 31 15:50:02 +0000 2015,"Louis, ask people to get in the fucking box. 

Crosses whipped in with no United  shirt in the box."
1147,Sat Oct 31 14:28:30 +0000 2015,"I hate Klopp. 

Agent of change. Mastermind."
1148,Sat Oct 31 14:18:47 +0000 2015,"2-1. 
Klopptimistic."
1149,Sat Oct 31 13:38:54 +0000 2015,"Ref allowing more than +2 stoppage and Liverpool scoring. 
Crazy stuff."
1150,Sat Oct 31 13:10:29 +0000 2015,"Liverpool are not winning but have been transformed. 
Two men competing for each ball, pressing. Attacking football."
1151,Sat Oct 31 12:54:37 +0000 2015,"3 slips from Milner already. 
Is this a Gerrard testimonial game?

#CHELIV"
1152,Sat Oct 31 12:21:52 +0000 2015,"Don't bench Rooney, Louis. 
Show them you're the boss and nobody else's opinion matters!

#MUFC #CRYMUN"
1153,Sat Oct 31 08:14:17 +0000 2015,"More possession, fewer goals.
Love van Gaal's philosophy and intelligent football but would love to see goals!
#MUFC https://t.co/BvtZWnARKj"
1154,Fri Oct 30 14:37:31 +0000 2015,"But to be fair, what van Gaal said was right.
Scholesy is a club legend with a banner at OT. Should've spoken to him, Giggsy or Ed."
1155,Fri Oct 30 14:36:14 +0000 2015,"Possession play is fantastic.
Forces the player to think and play.
But why not add counter attacks and pace to it, why not do it Fergie way!"
1156,Fri Oct 30 14:34:34 +0000 2015,"What Scholes said about no risks, no runs in the box are bang on.
A couple of years back HT would read 53% poss, 5 shots. Now 70%poss 0 shot"
1158,Sun Oct 25 17:54:22 +0000 2015,"Rooney can't play #9. 
And he's had better days but he's a United player and our captain and we must stand behind him no matter what."
1159,Wed Oct 21 19:37:39 +0000 2015,Terrible half. Hate Rooney in the lone striker role.
1160,Wed Oct 21 08:56:18 +0000 2015,"21 October 2015 

No hover boards or time travelling cars. 

#BackToTheFuture #BackToFutureDay"
1161,Sat Oct 17 15:20:45 +0000 2015,"@ScholesEsque How was Wazza there?
Gotta cut him some slack buddy."
1162,Sat Oct 17 13:14:08 +0000 2015,"Carrick, Memphis on the bench. Jonesy back at CB, Ander at #10, Wazza in open spaces.
Best we can do. Hopefully we'll win!
#MUFC #EVEMUN"
1163,Sat Oct 17 13:04:44 +0000 2015,@Sati_MUFC Wazza. Like second half of Arsenal game.
1164,Wed Oct 14 17:23:26 +0000 2015,"The Newsroom is absolutely fantastic.
Class and wisdom along with entertainment, can't ask for more."
1165,Fri Oct 09 19:31:14 +0000 2015,"I don't even know why I am watching England sans Rooney against Estonia with Spanish commentary!
Walcott goal. 1-0"
1166,Thu Oct 08 14:22:08 +0000 2015,"Love Klopp. Great manager, excellent man manager with an eye on the prize.
Won't enjoy watching him at Liverpool though."
1167,Thu Oct 08 02:31:26 +0000 2015,"LvG should look at gameplay again. 
Manchester United have been brought up with counter attacking philosophy. Should incorporate it."
1168,Wed Oct 07 15:05:08 +0000 2015,"Wayne Rooney: The Man Behind the Goals is fantastic.

Really need him to get his groove back. Immense player."
1170,Sun Oct 04 17:36:44 +0000 2015,"Brendan Rodgers.

Spent 1 year just observing Barcelona. 
Haha"
1171,Sun Oct 04 17:02:58 +0000 2015,"I expect Jones to start at CB against Everton.

#MUFC"
1172,Sun Oct 04 17:00:52 +0000 2015,"Bastian Schweinsteiger was splendid today. Didn't stop running, gave it everything, tried to make others press as well."
1173,Sun Oct 04 16:59:22 +0000 2015,"If this defeat re-ignites the fire in Wazza, I'll gladly take it."
1174,Sun Oct 04 16:00:08 +0000 2015,"I don't care if we lose 8-0 from here. 
We just need to go for the win, United never play damage control.

Will never give up on United."
1175,Sun Oct 04 15:57:36 +0000 2015,"LvG needs to give all the players a hair-dryer, starting with his captain.

#MUFC #AFCvMUFC"
1176,Sun Oct 04 15:56:45 +0000 2015,"Schneiderlin for Carrick, Wilson for Memphis PLEASE!

#MUFC #AFCvMUFC"
1177,Sun Oct 04 15:55:01 +0000 2015,"7 Gameweeks without FPL, United at the top of the table.
Started FPL, losing 3-0."
1178,Sun Oct 04 15:53:26 +0000 2015,"It's all too slow from United.
No urgency, no tempo, no flow.

Damn, this sucks.

#MUFC #AFCvMUFC"
1179,Sun Oct 04 15:52:12 +0000 2015,"Memphis may be the future but he sure as hell should be on bench today.
Where was Carrick the entire half, shambolic.

#MUFC #ARSMUN"
1180,Sun Oct 04 15:50:43 +0000 2015,"Worst half of football this club has played since 2008.

#MUFC"
1181,Sat Oct 03 18:06:12 +0000 2015,Delighted to see Jay Rodriguez back.
1182,Fri Oct 02 07:35:30 +0000 2015,"Becks playing under Fergie once more.
Brilliant.

One of the many things I didn't have the pleasure of witnessing when it first happened."
1184,Thu Oct 01 12:02:03 +0000 2015,"Good luck Vishesh, Akash and Maestro. 

It better help you with your project not just show up on my TL. :p"
1185,Wed Sep 30 19:42:05 +0000 2015,"Basti was more annoyed at getting a yellow card than Wazza was at missing a sitter. 
#MUFC #UCL"
